line,class
para suscribirse al servicio de envío por correo electrónico del boletín informativo escriba la dirección en el recuadro que aparece a continuación,cuba
correo electrónico ,cuba
contáctenos,cuba
usted puede colaborar con el sitio fidel soldado de las ideas escribiendo a editorfidelcastrocu,cuba
categorías,cuba
categorías,cuba
minas municipio,cuba
espacios de nombres,cuba
acciones de página,cuba
este artículo trata sobre minas para otros usos de este término véase minas desambiguación,cuba
minas municipio cubano ubicado en la provincia oriental de camagüeysurge a partir de la última división político  administrativa en octubre de  su territorio tiene una extensión de  km y su población asciende aproximadamente a  habitantes divididos en  en las zonas urbanas y  en la rural para un   de urbanización cuenta con  consejos populares que abarcan repartos zonas urbanas y rurales la densidad de población alcanza  habitantes por km,cuba
ubicación,cuba
el municipio minas está situado en la porción norte de la provincia de camagüey ver figura i representando el   de la superficie de la provincia al norte del municipio se encuentra la bahía de la gloria y la ensenada sabinal en el océano atlántico al este el municipio de nuevitas al sur los municipios de guáimaro y sibanicú y al oeste los municipios camagüey y sierra de cubitas,cuba
figura i,cuba
historia,cuba
desarrollo del territorio,cuba
el poblado de minas no debe su fundación a un propósito deliberado sino que surge como consecuencia natural de la explotación minera en esta zona y de ahí vino su nombre en sus inicios se le llamó las minas sin embargo con el paso del tiempo fue omitida la primera partícula hasta llegar a nuestros días tal como lo conocemos o sea minas también aparece en fecha tan temprana como  sitios y corrales en el hato la mina singularizando su nombre lo que permite suponer que su pluralidad se debe a más de un yacimiento minero descubierto en este territorio otros núcleos poblacionales de importancia dentro del territorio del actual municipio minas lo constituyeron los poblados de redención el senado y el lugareño los que surgieron como tales en las dos últimas décadas del pasado siglo el municipio minas ha sufrido notables cambios desde la etapa de la colonia hasta nuestros días los territorios que hoy ocupa fueron mercedados constituyéndose los corrales bayatabo magantilla sabanilla santa elena camaján máximo y los cangilones desconociéndose a quienes se otorgaron esas tierras por la quema de los archivos por el pirata morgan en su incursión a puerto príncipe en diciembre de ,cuba
el territorio que hoy ocupa perteneció a las jurisdicciones de nuevitas y camagüey y al constituirse los barrios minas perteneció al término municipal de camagüey mientras que senado lugareño y redención en su condición de barrios los dos primeros se ubicaron en el término municipal de nuevitas hasta la creación de las regiones en  se mantuvo esta división pasando entonces a la condición de municipios los territorios de minas senado y lugareño san miguel pertenecientes a la región de nuevitas con la nueva división político administrativa en  se unen estos territorios en el municipio actual de minas con la exclusión de san miguel que pasa a ser parte del municipio nuevitas,cuba
luchas de liberación,cuba
el inicio y desarrollo de la guerra de los diez años en  tuvo desastrosas consecuencias para este territorio la ganadería y la industria azucarera fueron devastadas a tal punto sufrió los embates de la contienda que al concluir la misma después de diez años de duro bregar solamente un ingenio de la provincia tenía posibilidades de moler y fue precisamente el ingenio el canet enclavado aproximadamente a un kilómetro del poblado de las minas,cuba
el alzamiento de camagüey en víspera a la reunión,cuba
el camino de la independenciaminas,cuba
la noticia del alzamiento en la demajagua llegó a camagüey el mismo día sin embargo los conspiradores camagüeyanos esperaban por la llegada de su jefe salvador cisneros betancourt quien en la capital de la isla apuraba sus gestiones de ayuda a los orientales y camagüeyanos obteniendo solo promesas en el occidente y regresó a la ciudad minas pequeño caserío en el punto intermedio entre puerto príncipe y nuevitas el cual había sido tomado por los cubanos días antes fijando el día  de noviembre para la celebración de una importante reunión  todo parece indicar que la designación de este lugar para la celebración de esta reunión obedeció entre otros factores el hecho de ser un lugar de fácil absceso pues precisamente allí se cruzaba la vía férrea y el antiguo camino de puerto príncipe a nuevitas y además porque fue la zona estratégica escogida desde el inicio por los patriotas alzados en armas en las clavellinas para concentrar sus fuerzas en espera de armas y pertrechos procedentes de nassau así como las que podían obtener del enemigo,cuba
en fecha  de noviembre escribió ignacio agramonte una carta a su esposa amalia simoni en la que le participa que había llegado sin novedad y que presume que en dicha reunión se buscaran arreglos que no le gustaran esa misiva fue enviada desde las minas el primer campamento cubano después del alzamiento se estableció en esta zona con una partida que casi en su totalidad eran de yaguajay lugar limítrofe con este caserío su composición entre otros contaba con la presencia de eduardo agramonte augusto arango su hermano arístides el después heróico y valiente josé maría sorí etc,cuba
el lugar está enclavado en el ingenio la juanita cerca de la vía férrea de camagüey a nuevitas próxima a san antonio situado al este del paradero actual de lugareño todo parece indicar que fue precisamente de este lugar desde donde el mayor enviara su misiva no se conoce de la existencia de otro campamento mambí en esta zona en esos primeros momentos lógico es de suponer que los revolucionarios en armas se fueran acercando al lugar donde debían concurrir el día  de noviembre,cuba
reunión de las minas,cuba
el  de noviembre teniendo como escenario el paradero del ferrocarril existente en las minas se reunieron los revolucionarios del camagüey para determinar de una vez el curso que seguiría la revolución en este territorio a este acontecimiento histórico se le conoce como reunión de las minasen cumplimiento al acuerdo adoptado allí de incorporar al camagüey a la lucha en apoyo a los insurrectos orientales dos días después se lleva a cabo el combate de bonilla,cuba
